اسم القاعه,المحافظه,المدينه,الهاتف,فيسبوك,انستجرام,الصور,,photo,اللوكيشن
قاعة افراح بانوراما العمدة,الاسكندريه,المنتزه,012 28248048,https://www.facebook.com/banoramaelomda/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم المنتزه\قاعة افراح بانوراما العمدة,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20افراح%20بانوراما%20العمدة,\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20افراح%20بانوراما%20العمدة,https://www.google.com/maps?sca_esv=7bfb32b140944815&sca_upv=1&lqi=CkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YdI78bDjP2vgIAIWk4QABgAGAIYAxgEIkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YeSAQxiYW5xdWV0X2hhbGyqAXsQASoOIgrZgtin2LnYp9iqKDYyHxABIhvEJtfQfJfchyC_iWzAjGiYh1H40kqQgeNbomAyRhACIkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2Yc&phdesc=IjTQh3GZZGg&vet=12ahUKEwjqluvc3N2IAxX1RaQEHX3RLjwQ8UF6BAgGEFM..i&lei=MtDzZuq1L_WLkdUP_aK74QM&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KaNYFdy22vUUMdAMMwPdBrqd&daddr=7X3Q%2B942%D8%8C+%D8%B3%D9%8A%D8%AF%D9%8A+%D8%A8%D8%B4%D8%B1+%D8%A8%D8%AD%D8%B1%D9%89+%D8%B4%D8%A7%D8%B1%D8%B9+%D9%85%D8%AD%D9%85%D8%AF+%D9%86%D8%AC%D9%8A%D8%A8+%D9%85%D8%B9+%D8%AA%D9%82%D8%A7%D8%B7%D8%B9+%D8%A7%D9%84%D8%B9%D9%8A%D8%B3%D9%88%D9%89+%D8%A3%D9%85%D8%A7%D9%85+%D9%85%D9%84%D8%B9%D8%A8+%D8%B3%D9%8A%D8%AF%D9%89+%D8%A8%D8%B4%D8%B1+%D8%8C%D8%B4%D8%A7%D8%B1%D8%B9%D8%8C+%D9%85%D8%AD%D9%85%D8%AF+%D9%86%D8%AC%D9%8A%D8%A8%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9
قاعة مسايا,الاسكندريه,المنتزه,012 23650479,https://www.facebook.com/p/%D9%82%D8%A7%D8%B9%D8%A9-%D9%85%D8%B3%D8%A7%D9%8A%D8%A7-%D9%84%D9%84%D8%A7%D9%81%D8%B1%D8%A7%D8%AD-100041232835937/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم المنتزه\قاعة مسايا,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20مسايا,\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20مسايا,https://www.google.com/maps?sca_esv=02c44965d6d4b280&sca_upv=1&lqi=CkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YdImOaQ7oCvgIAIWk4QABgAGAIYAxgEIkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YeSAQxiYW5xdWV0X2hhbGyqAXsQASoOIgrZgtin2LnYp9iqKDYyHxABIhvEJtfQfJfchyC_iWzAjGiYh1H40kqQgeNbomAyRhACIkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2Yc&vet=12ahUKEwiz3PHQg96IAxXhTKQEHReEF4YQ8UF6BAgGEFM..i&lei=_vjzZrPlKuGZkdUPl4jesAg&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KdlG5-bq2vUUMfNE_Mcdoqvo&daddr=%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84%D8%8C+%D8%A7%D9%84%D8%B3%D9%8A%D9%88%D9%81+%D9%82%D8%A8%D9%84%D9%8A+(%D8%AA%D8%B4%D9%85%D9%84+%D8%B9%D8%B2%D8%A8%D8%A9+%D8%AF%D8%B1%D8%A8%D8%A7%C3%99%D8%8C+%D8%AB%D8%A7%D9%84%D8%AB+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D9%87%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+5515364
مجمع قاعات Alex Queen,الاسكندريه,المنتزه,012 26917904,https://www.facebook.com/AlexQueen66/,https://www.instagram.com/alexqueen185/?hl=ar,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم المنتزه\مجمع قاعات Alex Queen,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20المنتزه\مجمع%20قاعات%20Alex%20Queen,\محافظة%20الاسكندريه\قسم%20المنتزه\مجمع%20قاعات%20Alex%20Queen,https://www.google.com/maps?sca_esv=02c44965d6d4b280&sca_upv=1&lqi=CkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YdIlbDmluG5gIAIWlAQABgAGAEYAhgDGAQiQtmC2KfYudin2Kog2YLYs9mFINin2YTZhdmG2KrYstmHINmF2K3Yp9mB2LjYqSDYp9mE2KfYs9mD2YbYr9ix2YrZh5IBDGNvbmNlcnRfaGFsbKoBexABKg4iCtmC2KfYudin2KooNjIfEAEiG8Qm19B8l9yHIL-JbMCMaJiHUfjSSpCB41uiYDJGEAIiQtmC2KfYudin2Kog2YLYs9mFINin2YTZhdmG2KrYstmHINmF2K3Yp9mB2LjYqSDYp9mE2KfYs9mD2YbYr9ix2YrZhw&phdesc=08S4OVXNiyc&vet=12ahUKEwiz3PHQg96IAxXhTKQEHReEF4YQ8UF6BAgGEFM..i&lei=_vjzZrPlKuGZkdUPl4jesAg&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KQ9iZXvS0fUUMThDM0BIsSIg&daddr=1+%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D9%8A%D8%A9%D8%8C+%D8%A7%D9%84%D8%B9%D9%85%D8%B1%D8%A7%D9%88%D9%8A%D8%8C+%D9%82%D8%B3%D9%85+%D8%AB%D8%A7%D9%86+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D8%A9%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+5525042
قاعة جراند سنيورا,الاسكندريه,المنتزه,012 85819099,https://www.facebook.com/grandsenioraalexandria/?locale=ar_AR,https://www.instagram.com/grand_soiree/,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم المنتزه\قاعة جراند سنيورا,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20جراند%20سنيورا,\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20جراند%20سنيورا,"https://www.google.com/maps/dir//62W2%2BP47%D8%8C+%D8%A7%D9%84%D8%B3%D9%8A%D9%88%D9%81+%D9%82%D8%A8%D9%84%D9%8A+(%D8%AA%D8%B4%D9%85%D9%84+%D8%B9%D8%B2%D8%A8%D8%A9+%D8%AF%D8%B1%D8%A8%D8%A7%C3%99%D8%8C+%D9%82%D8%B3%D9%85+%D8%AB%D8%A7%D9%86+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D8%A9%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+5515364%E2%80%AD/@31.2467664,30.0703256,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f5dbcfc34a55b1:0x7588402a8bad0f49!2m2!1d30.0002765!2d31.2468057?entry=ttu&g_ep=EgoyMDI0MDkyMi4wIKXMDSoASAFQAw%3D%3D"
قاعة السراية,الاسكندريه,المنتزه,012 00665863,https://www.facebook.com/elsarayahalle/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم المنتزه\قاعة السراية,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20السراية,\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20السراية,https://www.google.com/maps?sca_esv=02c44965d6d4b280&sca_upv=1&lqi=CkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YdI9qbjw_23gIAIWk4QABgAGAIYAxgEIkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YeSAQ13ZWRkaW5nX3ZlbnVlqgF7EAEqDiIK2YLYp9i52KfYqig2Mh8QASIbxCbX0HyX3Icgv4lswIxomIdR-NJKkIHjW6JgMkYQAiJC2YLYp9i52KfYqiDZgtiz2YUg2KfZhNmF2YbYqtiy2Ycg2YXYrdin2YHYuNipINin2YTYp9iz2YPZhtiv2LHZitmH&vet=12ahUKEwiz3PHQg96IAxXhTKQEHReEF4YQ8UF6BAgGEFM..i&lei=_vjzZrPlKuGZkdUPl4jesAg&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KbsStpSZ2_UUMWutnm3M92ot&daddr=%D8%A7%D9%88%D9%84+%D9%85%D8%AF%D8%AE%D9%84%D8%8C+%D8%B3%D9%8A%D8%AF%D9%8A+%D8%A8%D8%B4%D8%B1+%D9%82%D8%A8%D9%84%D9%8A%D8%8C+%D8%A7%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D9%87%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+21644
مجمع قاعات السلاملك,الاسكندريه,المنتزه,012 04044143,https://www.facebook.com/p/%D9%82%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85%D9%84%D9%83-100091839892591/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم المنتزه\مجمع قاعات السلاملك,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20المنتزه\مجمع%20قاعات%20السلاملك,\محافظة%20الاسكندريه\قسم%20المنتزه\مجمع%20قاعات%20السلاملك,"https://www.google.com/maps/dir//%D9%85%D8%AD%D9%88%D8%B1+%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D8%AF%D9%8A%D8%A9+%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF+%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D9%89+.+%D9%85%D9%8A%D8%AF%D8%A7%D9%86+%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1+%D8%B7%D8%B1%D9%8A%D9%82+%D8%A7%D9%84%D8%B9%D9%88%D8%A7%D9%8A%D8%AF+%D8%AE%D9%88%D8%B1%D8%B4%D9%8A%D8%AF%D8%8C+%D8%AB%D8%A7%D9%84%D8%AB+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D9%87%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%E2%80%AD/@31.2089094,30.0842714,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f5db77bf77da37:0x10d06679b16bfd76!2m2!1d30.0142312!2d31.2089284?entry=ttu&g_ep=EgoyMDI0MDkyMi4wIKXMDSoASAFQAw%3D%3D"
فيلا القبطان المعموره,الاسكندريه,المنتزه,012 20522119,https://www.facebook.com/VillaElkobtan?locale=ar_AR,https://www.instagram.com/explore/locations/255117528455765/,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم المنتزه\فيلا القبطان المعموره,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20المنتزه\فيلا%20القبطان%20المعموره,\محافظة%20الاسكندريه\قسم%20المنتزه\فيلا%20القبطان%20المعموره,CkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YdIxruFovuvgIAIWk4QABgBGAIYAxgEIkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YeSAQ93ZWRkaW5nX3NlcnZpY2WqAYYBCgkvbS8wMmQ1cTIQASoOIgrZgtin2LnYp9iqKDYyHxABIhvEJtfQfJfchyC_iWzAjGiYh1H40kqQgeNbomAyRhACIkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2Yc
"قاعة مون لايت
",الاسكندريه,المنتزه,012 74920066,https://www.facebook.com/MoonLightBallroom1/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم المنتزه\قاعة مون لايت,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20مون%20لايت,\محافظة%20الاسكندريه\قسم%20المنتزه\قاعة%20مون%20لايت,https://www.google.com/maps?sca_esv=02c44965d6d4b280&sca_upv=1&lqi=CkLZgtin2LnYp9iqINmC2LPZhSDYp9mE2YXZhtiq2LLZhyDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YdI-Ny8o4u5gIAIWlAQABgAGAEYAhgDGAQiQtmC2KfYudin2Kog2YLYs9mFINin2YTZhdmG2KrYstmHINmF2K3Yp9mB2LjYqSDYp9mE2KfYs9mD2YbYr9ix2YrZh5IBDGJhbnF1ZXRfaGFsbKoBexABKg4iCtmC2KfYudin2KooNjIfEAEiG8Qm19B8l9yHIL-JbMCMaJiHUfjSSpCB41uiYDJGEAIiQtmC2KfYudin2Kog2YLYs9mFINin2YTZhdmG2KrYstmHINmF2K3Yp9mB2LjYqSDYp9mE2KfYs9mD2YbYr9ix2YrZhw&vet=12ahUKEwiz3PHQg96IAxXhTKQEHReEF4YQ8UF6BAgGEFM..i&lei=_vjzZrPlKuGZkdUPl4jesAg&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KSUH22pB2_UUMQ71Mtq7Tyo2&daddr=62W2%2BP47%D8%8C+%D8%A7%D9%84%D8%B3%D9%8A%D9%88%D9%81+%D9%82%D8%A8%D9%84%D9%8A+(%D8%AA%D8%B4%D9%85%D9%84+%D8%B9%D8%B2%D8%A8%D8%A9+%D8%AF%D8%B1%D8%A8%D8%A7%C3%99%D8%8C+%D9%82%D8%B3%D9%85+%D8%AB%D8%A7%D9%86+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D8%A9%D8%8C%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+5515364
The Venue,الاسكندريه,برج العرب,011 22221277,https://www.facebook.com/thevenue.eg/?locale=ar_AR,https://www.instagram.com/explore/locations/209160349842932/the-venue/?locale=en_US%2Cen_GB,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم برج العرب\The Venue,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20برج%20العرب\The%20Venue,\محافظة%20الاسكندريه\قسم%20برج%20العرب\The%20Venue,"https://www.google.com/maps/dir//%D8%B7%D8%B1%D9%8A%D9%82+%D9%85%D8%B7%D8%A7%D8%B1+%D8%A8%D8%B1%D8%AC+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8+-+%D8%A7%D9%84%D8%B3%D8%A7%D8%AD%D9%84+%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%89%D8%8C+%D8%A8%D9%87%D9%8A%D8%AC%D8%8C+%D9%82%D8%B3%D9%85+%D8%A8%D8%B1%D8%AC+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+5244101%E2%80%AD/@30.9494801,29.7418966,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f58f12c39ef981:0xe965e8fc71548162!2m2!1d29.6718564!2d30.949499?entry=ttu&g_ep=EgoyMDI0MDkyMi4wIKXMDSoASAFQAw%3D%3D"
قاعه لامور للحفلات و المؤتمرات,الاسكندريه,برج العرب,"1,222,707,550",https://www.facebook.com/p/%D9%84%D8%A7%D9%85%D9%88%D8%B1-%D8%A8%D8%B1%D8%AC-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-100069339043678/,https://www.instagram.com/explore/locations/2256114104402960/?tab_name=nearby,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم برج العرب\قاعه لامور للحفلات و المؤتمرات,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20برج%20العرب\قاعه%20لامور%20للحفلات%20و%20المؤتمرات,\محافظة%20الاسكندريه\قسم%20برج%20العرب\قاعه%20لامور%20للحفلات%20و%20المؤتمرات,"https://www.google.com/maps/dir//VHPG%2B4FG,+%D8%A7%D9%84%D8%AD%D9%89+%D8%A7%D9%84%D8%B3%D9%83%D9%86%D9%89+%D8%A7%D9%84%D8%A7%D9%88%D9%84%D8%8C+%D8%AD%D9%88%D8%B6+%D8%B3%D9%83%D8%B1%D8%A9+%D9%88%D8%A3%D8%A8%D9%88+%D8%AD%D9%85%D8%AF%D8%8C+%D9%82%D8%B3%D9%85+%D8%A8%D8%B1%D8%AC+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C%D8%8C,+%D8%AD%D9%88%D8%B6+%D8%B3%D9%83%D8%B1%D8%A9+%D9%88%D8%A3%D8%A8%D9%88+%D8%AD%D9%85%D8%AF%D8%8C+%D9%85%D8%AF%D9%8A%D9%86%D8%A9+%D8%A8%D8%B1%D8%AC+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8+%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%E2%80%AD/@30.8852944,29.6462447,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f5876bbae7d553:0xba814485b33a84aa!2m2!1d29.5762685!2d30.8853587?entry=ttu&g_ep=EgoyMDI0MDkyMi4wIKXMDSoASAFQAw%3D%3D"
The Place قاعة حفلات,الاسكندريه,برج العرب,012 23393332,https://www.facebook.com/lepalacewedding/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم برج العرب\The Place قاعة حفلات,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20برج%20العرب\The%20Place%20قاعة%20حفلات,\محافظة%20الاسكندريه\قسم%20برج%20العرب\The%20Place%20قاعة%20حفلات,https://www.google.com/maps?sca_esv=02c44965d6d4b280&sca_upv=1&lqi=CkXZgtin2LnYp9iqINmC2LPZhSDYqNix2Kwg2KfZhNi52LHYqCDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YdIzLOMwe-3gIAIWlUQABgAGAEYAhgDGAQYBSJF2YLYp9i52KfYqiDZgtiz2YUg2KjYsdisINin2YTYudix2Kgg2YXYrdin2YHYuNipINin2YTYp9iz2YPZhtiv2LHZitmHkgEMYmFucXVldF9oYWxsqgF_EAEqDiIK2YLYp9i52KfYqig2MiAQASIcxPxSs_C0YsFyF2i8ETlbDqcXiBJbLkTml-OkSDJJEAIiRdmC2KfYudin2Kog2YLYs9mFINio2LHYrCDYp9mE2LnYsdioINmF2K3Yp9mB2LjYqSDYp9mE2KfYs9mD2YbYr9ix2YrZhw&phdesc=gs0WhY8-pMo&vet=12ahUKEwiRnP2bqN6IAxXhAfsDHYacH1oQ8UF6BAgGEFM..i&lei=Wx_0ZtGCNOGD7M8Phrn-0AU&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KVE-CRGLj_UUMWbzI9jAEASe&daddr=%D8%A7%D9%84%D9%83%D9%8A%D9%86%D8%AC%D8%8C+%D8%A7%D9%84%D8%B0%D8%B1%D8%A7%D8%B9+%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D8%8C+%D9%82%D8%B3%D9%85+%D8%A8%D8%B1%D8%AC+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+23713
"قاعه Event House
",الاسكندريه,برج العرب,010 94444808,https://www.facebook.com/event.house.eg/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم برج العرب\قاعه Event House,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20برج%20العرب\قاعه%20Event%20House,\محافظة%20الاسكندريه\قسم%20برج%20العرب\قاعه%20Event%20House,https://www.google.com/maps?sca_esv=03527eeae776832a&sca_upv=1&lqi=CkXZgtin2LnYp9iqINmC2LPZhSDYqNix2Kwg2KfZhNi52LHYqCDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YdI_bWUqcuxgIAIWlUQABgAGAEYAhgDGAQYBSJF2YLYp9i52KfYqiDZgtiz2YUg2KjYsdisINin2YTYudix2Kgg2YXYrdin2YHYuNipINin2YTYp9iz2YPZhtiv2LHZitmHkgEMYmFucXVldF9oYWxsqgF_EAEqDiIK2YLYp9i52KfYqig2MiAQASIcxPxSs_C0YsFyF2i8ETlbDqcXiBJbLkTml-OkSDJJEAIiRdmC2KfYudin2Kog2YLYs9mFINio2LHYrCDYp9mE2LnYsdioINmF2K3Yp9mB2LjYqSDYp9mE2KfYs9mD2YbYr9ix2YrZhw&vet=12ahUKEwi1krSqneCIAxWbVaQEHTBZGuwQ8UF6BAgGEFM..i&lei=YCD1ZrXiMJurkdUPsLLp4A4&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KfMx9Mtoh_UUMcERbLWmP6Ir&daddr=VHPM%2B6F3%D8%8C+%D8%AD%D9%88%D8%B6+%D8%B3%D9%83%D8%B1%D8%A9+%D9%88%D8%A3%D8%A8%D9%88+%D8%AD%D9%85%D8%AF%D8%8C+%D9%82%D8%B3%D9%85+%D8%A8%D8%B1%D8%AC+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+5221673
قاعه رويال لامور إليت الجديدة بسموحة,الاسكندريه,سيدي جابر,012 27009520,https://www.facebook.com/RoyalLamourGroup/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الاسكندريه\قسم سيدي جابر\قاعه رويال لامور إليت الجديدة بسموحة,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الاسكندريه\قسم%20سيدي%20جابر\قاعه%20رويال%20لامور%20إليت%20الجديدة%20بسموحة,\محافظة%20الاسكندريه\قسم%20سيدي%20جابر\قاعه%20رويال%20لامور%20إليت%20الجديدة%20بسموحة,https://www.google.com/maps?sca_esv=8d08fdb92d3dc4d4&sca_upv=1&lqi=CkbZgtin2LnYp9iqINmC2LPZhSDYs9mK2K_ZiiDYrNin2KjYsSAg2YXYrdin2YHYuNipINin2YTYp9iz2YPZhtiv2LHZitmHSKzf1pTKsoCACFpvEAAQARACEAMQBBAFGAAYARgCGAMYBBgFIkXZgtin2LnYp9iqINmC2LPZhSDYs9mK2K_ZiiDYrNin2KjYsSDZhdit2KfZgdi42Kkg2KfZhNin2LPZg9mG2K_YsdmK2YcqDggCEAAQARACEAMQBBAFkgENd2VkZGluZ192ZW51ZaoBbhABMh8QASIb41W0r0V8hMIXB5NlnesauMUwkFgxnh0QIxk2MkkQAiJF2YLYp9i52KfYqiDZgtiz2YUg2LPZitiv2Yog2KzYp9io2LEg2YXYrdin2YHYuNipINin2YTYp9iz2YPZhtiv2LHZitmH&phdesc=a3dD9QCupww&vet=12ahUKEwiH76WPzduIAxUyRqQEHfboGCMQ8UF6BAgGEFM..i&lei=ZrPyZoekCbKMkdUP9tHjmAI&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KY-8q9JTxfUUMS6EY1MtGAVl&daddr=%D9%86%D8%A7%D8%AF%D9%8A+%D8%B3%D9%85%D9%88%D8%AD%D9%87+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%8C+%D8%B9%D8%B2%D8%A8%D8%A9+%D8%B3%D8%B9%D8%AF%D8%8C+%D9%82%D8%B3%D9%85+%D8%B3%D9%8A%D8%AF%D9%89+%D8%AC%D8%A7%D8%A8%D8%B1%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+5432080
